seed,arm,fold,periods,first_date,last_date,gross_return_annualised,net_return_annualised,net_sharpe,annualised_turnover,mean_cost_bp
5,B1,3,12,2020-05-13,2021-04-14,0.20046144422308132,0.19454109148260218,1.42205368459943,1.9900000000000002,4.933627283732614
5,B1,4,12,2021-05-13,2022-04-12,-0.08836007301362635,-0.0948022595074881,-0.9782372900072004,2.17,5.368488744884803
5,B1,5,12,2022-05-12,2023-04-14,0.15894392659013917,0.15257782269579245,0.8210461534925171,2.1599999999999997,5.3050865786222685
5,B1,6,12,2023-05-15,2024-04-16,-0.0640471873944168,-0.07070786168910854,-0.7399205821035906,2.2600000000000002,5.55056191224312
5,B1,7,12,2024-05-15,2025-04-17,0.04432327926279586,0.03751265022174882,0.316074026479836,2.34,5.675524200872529
6,B0,0,50,2017-05-12,2018-05-03,-0.02174990182970967,-0.04659738134413633,-0.9213180379376343,7.621302857142856,4.930055459211641
6,B0,1,50,2018-05-10,2019-05-02,0.10932641138864094,0.087810697691122,1.081003739963775,6.601577142857144,4.26899081299979
6,B0,2,51,2019-05-09,2020-05-05,0.07977695269118025,0.05261940567084819,0.3829416945455057,8.617411764705881,5.388402186573817
6,B0,3,50,2020-05-12,2021-05-03,0.20907689431132728,0.1896768085373647,1.8703071937283031,6.3,3.84922336784972
6,B0,4,50,2021-05-10,2022-04-28,-0.061315707949261646,-0.08037482409153246,-0.820266209175916,6.253302857142855,3.7815706631489694
6,B0,5,51,2022-05-05,2023-05-04,0.09619461610546659,0.0761604043518531,0.2925200487556781,6.532235294117647,3.975042014605855
6,B0,6,50,2023-05-11,2024-05-02,-0.009068348956718408,-0.0286513687432358,-0.30327090211254537,6.360479999999999,3.885519798912175
6,B0,7,51,2024-05-09,2025-05-09,0.10573257239821675,0.08593620078118948,0.8479016580503993,6.581647058823529,3.927851511314931
6,B1,0,12,2017-05-12,2018-04-13,-0.004086816242134148,-0.013353917788831542,-0.2854392038133752,2.9,7.722584622247823
6,B1,1,12,2018-05-14,2019-04-15,0.010327653508925621,0.0031155833004000554,0.10463798698160699,2.3475510204081633,6.01005850710463
6,B1,2,12,2019-05-15,2020-04-14,0.15888982369450358,0.15197190702580365,2.3067240192255882,2.2240816326530615,5.764930557249923
6,B1,3,12,2020-05-13,2021-04-14,0.19223035286948956,0.18659636212646907,1.3774065551004735,1.9000000000000004,4.694992285850419
6,B1,4,12,2021-05-13,2022-04-12,-0.08405615060694524,-0.09072933130679654,-0.9751604192423644,2.25,5.560983916542745
6,B1,5,12,2022-05-12,2023-04-14,0.34140072601392213,0.335118264086196,1.8236275007315896,2.13,5.235384939771643
6,B1,6,12,2023-05-15,2024-04-16,-0.05226485683476969,-0.05905967875845193,-0.6851923076521488,2.2900000000000005,5.662351603068547
6,B1,7,12,2024-05-15,2025-04-17,0.056058015934383865,0.048893005444817464,0.4102417704994873,2.4600000000000004,5.9708420746386786
7,B0,0,50,2017-05-12,2018-05-03,0.00319429499081021,-0.021430151990085557,-0.4385231561984928,7.5505371428571415,4.885802972399953
7,B0,1,50,2018-05-10,2019-05-02,0.1123468724073025,0.09149827193015228,1.1068421441685703,6.480205714285715,4.1366270787996475
7,B0,2,51,2019-05-09,2020-05-05,0.06752654965520738,0.04031313371431393,0.33062315510282003,8.588168067226889,5.399487289859814
7,B0,3,50,2020-05-12,2021-05-03,0.19439908019269048,0.17466793714791284,1.7489794172945552,6.420959999999999,3.9149093342812824
7,B0,4,50,2021-05-10,2022-04-28,-0.06679788330653891,-0.0859443204990501,-0.9101629256613021,6.253508571428569,3.7988962683553944
7,B0,5,51,2022-05-05,2023-05-04,0.2751272889189951,0.2547667853660548,0.7684281239837972,6.621176470588234,4.039782450980231
7,B0,6,50,2023-05-11,2024-05-02,-0.00582683511336979,-0.02574984085322135,-0.27124658360401765,6.471359999999999,3.9529773293356305
7,B0,7,51,2024-05-09,2025-05-09,0.10206740640827502,0.08216269962531281,0.8431986629153789,6.621176470588235,3.949346583921075
7,B1,0,12,2017-05-12,2018-04-13,-0.011072179656706229,-0.020271210694869892,-0.40684284868755105,2.88,7.665859198469714
7,B1,1,12,2018-05-14,2019-04-15,0.07741492145250672,0.07045777301338209,0.9233081932675331,2.2679591836734696,5.797623699270541
7,B1,2,12,2019-05-15,2020-04-14,0.0817573309889349,0.0745250418906528,1.3159799208481213,2.3446938775510207,6.026907581901749
7,B1,3,12,2020-05-13,2021-04-14,0.24400354703891947,0.23828182026292255,1.6013647821400643,1.9300000000000002,4.768105646664102
7,B1,4,12,2021-05-13,2022-04-12,-0.008281137930283289,-0.014884259591786846,-0.19554540170265647,2.24,5.502601384586303
7,B1,5,12,2022-05-12,2023-04-14,0.35678753770712524,0.3504933926674836,1.587911662490892,2.13,5.2451208663680795
7,B1,6,12,2023-05-15,2024-04-16,-0.04081885024006153,-0.047804571630055095,-0.5078967258699941,2.3500000000000005,5.821434491661299
7,B1,7,12,2024-05-15,2025-04-17,0.03231166115506298,0.024757204916111587,0.22654107649421454,2.6000000000000005,6.2953801991261615
8,B0,0,50,2017-05-12,2018-05-03,-0.007388007694869626,-0.03229385710190155,-0.6734484124594147,7.661211428571428,4.941636787109509
8,B0,1,50,2018-05-10,2019-05-02,0.10858062224699831,0.08747867706128437,1.0485056945493243,6.521348571428571,4.1868938860543565
8,B0,2,51,2019-05-09,2020-05-05,0.054934045709872995,0.027148202154685726,0.21676250673292854,8.766050420168067,5.513064197457791
8,B0,3,50,2020-05-12,2021-05-03,0.17759555133437346,0.1574841729308329,1.505947131827685,6.552,3.9903528578453558
8,B0,4,50,2021-05-10,2022-04-28,-0.10368450883609041,-0.12251454101002175,-1.177819062202981,6.173074285714286,3.736117494827639
8,B0,5,51,2022-05-05,2023-05-04,0.101108635657059,0.08108566179125071,0.30733679025310157,6.551999999999999,3.9728122749619557
8,B0,6,50,2023-05-11,2024-05-02,0.021580536356855043,0.0022712500992292405,0.02679102290202012,6.31008,3.8312075907987704
8,B0,7,51,2024-05-09,2025-05-09,0.14872739654520659,0.12907008959838706,1.3750620330099739,6.542117647058823,3.9002593148451483
8,B1,0,12,2017-05-12,2018-04-13,-0.008862071652610227,-0.017758849145001473,-0.39215287502248375,2.79,7.413981243659371
8,B1,1,12,2018-05-14,2019-04-15,0.09201307601109972,0.08500367064649096,1.0931198352212155,2.276530612244898,5.841171137173966
8,B1,2,12,2019-05-15,2020-04-14,0.1417123846474171,0.13442668540790698,2.403700621026999,2.3542857142857145,6.0714160329251
8,B1,3,12,2020-05-13,2021-04-14,0.25680506350075305,0.2506775775591117,1.9425085913575255,2.07,5.1062382847011865
8,B1,4,12,2021-05-13,2022-04-12,-0.052160098508469296,-0.058303494941984266,-0.4439512706938245,2.07,5.11949702792914
8,B1,5,12,2022-05-12,2023-04-14,0.17974245264880645,0.17295215030328157,0.8913202086608478,2.31,5.658585287937375
8,B1,6,12,2023-05-15,2024-04-16,-0.04368865379611328,-0.05070233588357949,-0.5891604108238365,2.3800000000000003,5.844735072888504
8,B1,7,12,2024-05-15,2025-04-17,0.027943769678342265,0.020947138123574106,0.1915932218316046,2.41,5.830526295640139
9,B0,0,50,2017-05-12,2018-05-03,-0.019555053293848806,-0.04427691256857011,-0.9087744839199179,7.55094857142857,4.905130808476454
9,B0,1,50,2018-05-10,2019-05-02,0.10678044361328318,0.08551593360140575,1.0424268786929296,6.520114285714285,4.219148811880435
9,B0,2,51,2019-05-09,2020-05-05,0.08530087963866992,0.05797315667979933,0.5237270387780382,8.608134453781512,5.42216725374416
