comparison,seed,metric,base,rich,difference
model_value_rich,9,b1_annualised_turnover,2.291530612244898,2.2991326530612244,0.007602040816326205
model_value_rich,9,b1_net_max_drawdown,-0.3164351957972942,-0.1705193695695535,0.14591582622774069
model_value_rich,9,positive_fold_count,7.0,7.0,0.0
interaction_rank_ic,0,,,,-0.00816543036262507
interaction_rank_ic,1,,,,-0.007787621419999061
interaction_rank_ic,2,,,,-0.009933865276055338
interaction_rank_ic,3,,,,-0.007708691312223091
interaction_rank_ic,4,,,,-0.011615759795935203
interaction_rank_ic,5,,,,-0.008003522349687528
interaction_rank_ic,6,,,,-0.014033394869291439
interaction_rank_ic,7,,,,-0.012336469457268552
interaction_rank_ic,8,,,,-0.01069267246208377
interaction_rank_ic,9,,,,-0.01078827689613502
